"serial","year_serial","time_serial","incident_id","school","school_level","date","year","first_shot_time","time_slot","decimal_time","city","state","lat","long","location","location_type","shoot_category","time_slot_group","random","random_x","random_y","random_x1","random_y1","random_x2","random_y2","males","na","females","killed","injured","total","long2","lat2","frequency","school_number","random_x10","random_y10","internal_serial"
1237,33,30,"20160927OHELC","Elder High School","High","2016-09-27",2016,"21:30:00",21,21.5,"Cincinnati","OH",39.112424,-84.580694,"Football Field/Track","Outside on School Property","0-5",21,0.06828294298611581,0.9783164714463055,0.3837688306812197,0.8110338393598795,0.4843626681249589,0.05555784213356674,0.520500959130004,3,0,0,0,3,3,1442304.777310596,-405412.07586096734,1,592,0.15491172578185797,0.46613745810464025,1
1238,34,69,"20160928TNSYP","Sycamore Middle School","Middle","2016-09-28",2016,"10:00:00",10,10,"Pleasant View","TN",36.36811,-87.04945,"Office","Inside School Building","0-5",10,0.1814772905781865,0.00951548176817596,0.5075853543821722,0.061916302191093564,0.8364535407163203,0.34829525323584676,0.03864106978289783,0,0,0,0,0,0,1432983.7436680088,-1118166.4891838403,1,1685,0.6825750542338938,0.6246400368399918,1
1239,35,60,"20160928SCTOT","Townville Elementary School","Elementary","2016-09-28",2016,"13:45:00",13,13.75,"Townville","SC",34.563327,-82.903334,"Playground","Outside on School Property",NA,13,0.38030369603075087,0.09297181223519146,0.684949335642159,0.29879690683446825,0.911047127796337,0.5373026800807565,0.08636746206320822,0,4,0,1,3,4,-1951526.4546313381,-544201.1924945379,1,1723,0.1783367635216564,0.006897164974361658,1
1240,36,19,"20160930ILCHC","Christ of King Jesuit College Prep (bus)","High","2016-09-30",2016,"17:30:00",17,17.5,"Chicago","IL",41.8769333,-87.7527261,"School Bus","School Bus","0-5",17,0.9866221090778708,0.363181906985119,0.2875151534099132,0.866029204800725,0.40115867857821286,0.509653412969783,0.020048660458996892,1,0,0,0,1,1,-1001292.4734853631,-415931.5052004362,1,408,0.4664723768364638,0.9215062626171857,1
1241,37,18,"20161006TXDUF","Dunbar HIgh School","High","2016-10-06",2016,"19:30:00",19,19.5,"Fort Worth","TX",32.72624,-97.24446,"Football Field/Track","Outside on School Property","10-30",19,0.09642846905626357,0.863504491513595,0.5738771008327603,0.34262306126765907,0.10069289454258978,0.4641160701867193,0.4291071002371609,1,0,0,0,1,1,-740232.6846798176,-619282.2801601182,1,536,0.08250274579040706,0.7166138486936688,1
1242,38,68,"20161011ALVIM","Vigor High School","High","2016-10-11",2016,"15:45:00",15,15.75,"Mobile","AL",30.74275,-88.08052,"Outside on School Property","Outside on School Property","0-5",15,0.864907696377486,0.9323804713785648,0.049244142370298505,0.9545276795979589,0.054686968913301826,0.6458982019685209,0.14204317471012473,1,0,0,0,1,1,-432388.7480727521,-508761.1117343976,1,1760,0.6543812877498567,0.13543053902685642,1
1243,39,80,"20161013OHLIC","Linden McKinley STEM Academy","High","2016-10-13",2016,"14:40:00",14,14.67,"Columbus","OH",40.009483,-82.973891,"Front of School","Outside on School Property",NA,14,0.44246342731639743,0.2280390770174563,0.660549352876842,0.03745348914526403,0.13356393040157855,0.4048469769768417,0.08112988458015025,2,0,0,0,2,2,1275204.9348955345,-30057.342037316364,1,1030,0.6696035459171981,0.12706443830393255,1
1244,40,405,"20161015GABEA","Benjamin E. Mays High School","High","2016-10-15",2016,"NA:NA:NA",NA,NA,"Atlanta","GA",33.735441,-84.503567,"Parking Lot","Outside on School Property","0-5",-1,0.19308898109011352,0.5077053373679519,0.43484015366993845,0.9337617340497673,0.8473458327353001,0.3005186542868614,0.5489148779306561,0,0,1,0,1,1,541743.3451703362,19722.342751922377,2,38,0.36948886583559215,0.27395721268840134,1
1245,41,69,"20161018CAJUS","June Jordan High School for Equity","High","2016-10-18",2016,"15:20:00",15,15.33,"San Francisco","CA",37.7196277,-122.4251554,"Parking Lot","Outside on School Property","10-30",15,0.33998193638399243,0.6400876184925437,0.6470001377165318,0.4020400238223374,0.27125765033997595,0.6603107575792819,0.49703953485004604,3,0,1,0,4,4,-996145.8898887393,-386923.8804144414,1,922,0.6544007665943354,0.31407971074804664,1
1246,42,70,"20161025UTUNS","Union Middle School","Middle","2016-10-25",2016,"15:00:00",15,15,"Sandy","UT",40.6070744,-111.8744494,"Beside Building","Outside on School Property","0-5",15,0.41504064854234457,0.4245884148404002,0.28275970579124987,0.2185731811914593,0.09237367915920913,0.08292030380107462,0.7367649811785668,1,0,0,0,1,1,-1683066.0793591952,-402601.6284315914,1,1732,0.8755317218601704,0.13828736264258623,1
1247,43,71,"20161102COGRG","Grand Junction High School","High","2016-11-02",2016,"15:00:00",15,15,"Grand Junction","CO",39.0797537,-108.5634441,"Parking Lot","Outside on School Property","0-5",15,0.7287715363781899,0.051010515075176954,0.35773663013242185,0.5377556749153882,0.24447855865582824,0.8889888832345605,0.18494442687369883,0,0,0,0,0,0,839036.3616131942,-659703.6203901458,1,718,0.5827397366520017,0.3199187603313476,1
1248,44,406,"20161103COBEB","Berthoud High School","High","2016-11-03",2016,"NA:NA:NA",NA,NA,"Berthoud","CO",40.299619,-105.086364,"Inside School Building","Inside School Building","0-5",-1,0.44894931581802666,0.052764623425900936,0.4328825958073139,0.7269747825339437,0.2626099439803511,0.022305811988189816,0.33779404894448817,0,0,0,0,0,0,1767283.7903687148,-1444450.0079031286,1,253,0.6729990926105529,0.6144501648377627,1
1249,45,84,"20161111MIBAA","Bay City Western High School","High","2016-11-11",2016,"12:30:00",12,12.5,"Auburn","MI",43.605596,-84.08029,"Office","Inside School Building","0-5",12,0.7214351280126721,0.9940322123002261,0.26636134879663587,0.8642013454809785,0.3143488431815058,0.9801264540292323,0.6435095455963165,0,0,1,0,1,1,2082421.057245611,-364960.3787865581,1,225,0.5115054599009454,0.4150768283288926,1
1250,46,106,"20161117MNCRS","Crossroads Elementary School","Elementary","2016-11-17",2016,"08:40:00",8,8.67,"St. Paul","MN",44.97105,-93.12274,"Inside School Building","Inside School Building","0-5",8,0.8022567383013666,0.804065472446382,0.8098543263040483,0.7970497214701027,0.5796239969786257,0.07500777719542384,0.3687593040522188,0,0,0,0,0,0,1313504.9852820092,-1228038.2271486474,1,467,0.4925665478222072,0.20999089675024152,1
1251,47,107,"20161201UTMUB","Mueller Park Junior High School","JuniorHigh","2016-12-01",2016,"08:13:00",8,8.22,"Bountiful","UT",40.8717368,-111.8613176,"Classroom","Inside School Building","0-5",8,0.05034521664492786,0.8317678617313504,0.014397375984117389,0.8636907022446394,0.056924432050436735,0.9730951352976263,0.06437389180064201,0,0,0,0,0,0,1472129.0791477228,-1557402.8827743144,1,1211,0.8004763738717884,0.9429959969129413,1
1252,48,59,"20161209NVHUR","Hug High School","High","2016-12-09",2016,"11:25:00",11,11.42,"Reno","NV",39.55519,-119.79575,"Outside on School Property","Outside on School Property","0-5",11,0.011666176607832313,0.14585043746046722,0.6479980377480388,0.23414424108341336,0.8306052014231682,0.6567899791989475,0.17222559289075434,1,0,0,0,1,1,1373018.4222735083,-396050.9708478762,1,840,0.37644449318759143,0.9228235257323831,1
1253,49,19,"20161209MOBAS","Bayless High School","High","2016-12-09",2016,"19:15:00",19,19.25,"St. Louis","MO",38.620865101217,-90.353002892846,"Gym","Inside School Building","0-5",19,0.35275843436829746,0.5525258653797209,0.7728068376891315,0.19340808386914432,0.11994475056417286,0.7453590161167085,0.23428962426260114,1,0,0,0,1,1,1690902.4126161283,-1089990.8987839306,1,227,0.33282354031689465,0.9143647230230272,1
1254,50,81,"20161216FLSAJ","Samuel W. Wolfson High School","High","2016-12-16",2016,"14:50:00",14,14.83,"Jacksonville","FL",30.249874,-81.615734,"School Bus","School Bus",NA,14,0.3533343879971653,0.6521087924484164,0.04542218544520438,0.2093853442929685,0.5721451435238123,0.4348210166208446,0.6324674042407423,0,1,0,0,1,1,977700.7131704036,-296870.39088756806,1,1519,0.2150667468085885,0.2283206945285201,1
1255,1,20,"20170101DELAH","Lake Forest South Elementary School","Elementary","2017-01-01",2017,"16:00:00",16,16,"Harrington","DE",38.9296258,-75.5821973,"Field (General)","Outside on School Property","Multiple",16,0.7928966791369021,0.09547860804013908,0.1654038829728961,0.9099960275925696,0.24830293958075345,0.7775234330911189,0.89133838028647006,1,0,0,0,1,1,851368.6504441155,-1558255.2566641022,1,962,0.05353693454526365,0.12553160777315497,1
1256,2,61,"20170110ALALA","Alexander City Middle School","Middle","2017-01-10",2017,"13:00:00",13,13,"Alexander City","AL",32.9444969,-85.9508588,"Inside School Building","Inside School Building","0-5",13,0.046448797918856144,0.8356615996453911,0.855204425053671,0.9483779629226774,0.8535708484705538,0.2656199736520648,0.13154942099936306,0,0,0,0,0,0,551238.6800477994,23586.83913093027,1,159,0.2891597372945398,0.04999977699480951,1
1257,3,407,"20170117FLFRE","Franklin County Elementary School","Elementary","2017-01-17",2017,"NA:NA:NA",NA,NA,"Eastpoint","FL",29.7628728,-84.8143165,"Parking Lot","Outside on School Property","0-5",-1,0.7612173666711897,0.6539866169914603,0.33141886023804545,0.14843018422834575,0.6673975579906255,0.48839039937593043,0.839079128112644,0,0,0,0,0,0,1292663.8533561009,-1294922.6062748027,1,666,0.03949919785372913,0.004991178633645177,1
1258,4,54,"20170120OHWEW","West Liberty-Salem High School","High","2017-01-20",2017,"07:36:00",7,7.6,"West Liberty","OH",40.2164511,-83.7539546,"Bathroom","Inside School Building","50-100",7,0.45930202514864504,0.27714008651673794,0.6230323452036828,0.3908619473222643,0.3050703688059002,0.6923618046566844,0.2616197341121733,1,0,0,0,1,1,-1881028.1737638924,-737507.4311106474,1,1809,0.6175631338264793,0.37011474813334644,1
1259,5,31,"20170127SCSOA","South Aiken High School","High","2017-01-27",2017,"21:00:00",21,21,"Aiken","SC",33.5242221,-81.7136668,"Beside Building","Outside on School Property","0-5",21,0.955483466386795,0.5973682631738484,0.08792530279606581,0.04545618919655681,0.9369567553512752,4.746632184833288e-4,0.47721044532954693,1,0,2,0,3,3,1691718.195601393,-293948.20553909463,2,115,0.7477645843755454,0.537895291345194,1
1260,6,31,"20170127ILSCN","Thomas G Scullen Middle School","Middle","2017-01-27",2017,"20:00:00",20,20,"Naperville","IL",41.696438,-88.209252,"Parking Lot","Outside on School Property",NA,20,0.3651415463536978,0.288921685423702,0.21867101383395493,0.5134532549418509,0.5853973852936178,0.28034784947521985,0.20207587629556656,1,0,0,1,0,1,-1588209.096436897,-1037564.8840250615,1,1704,0.2566268329974264,0.6178738332819194,1
1261,7,85,"20170206LASCB","Scotlandville Magnet High School","High","2017-02-06",2017,"12:00:00",12,12,"Baton Rouge","LA",30.534066,-91.178102,"Outside on School Property","Outside on School Property","0-5",12,0.42894228594377637,0.4088077791966498,0.2525507190730423,0.9937852947041392,0.26958198193460703,0.12559217563830316,0.30886953277513385,0,0,0,0,0,0,-1731701.4405197538,301935.6386735626,1,1544,0.1609665013384074,0.5517031417693943,1
1262,8,15,"20170218MNMAM","Maplewood Middle School","Middle","2017-02-18",2017,"06:00:00",6,6,"Maplewood","MN",44.9983776,-92.9984841,"Parking Lot","Outside on School Property","0-5",6,0.49170070164836943,0.1219061107840389,0.026644081342965364,0.09759221272543073,0.3926818242762238,0.554006643826142,0.8416595789603889,0,0,0,0,0,0,363428.9438344016,-969113.9738639154,1,1081,0.40541649516671896,0.9153721348848194,1
1263,9,72,"20170316ALROM","Robert E. Lee High School","High","2017-03-16",2017,"15:00:00",15,15,"Montgomery","AL",32.3782718,-86.2717306,"Parking Lot","Outside on School Property",NA,15,0.23214455624110997,0.6359186319168657,0.49340250599198043,0.9523094466421753,0.03971071704290807,0.1809122464619577,0.08140553534030914,0,0,1,0,1,1,658289.1700568774,-1601618.6747550222,3,17,0.7150804966222495,0.6774281167890877,2
1264,10,60,"20170321CAKIK","King City High School","High","2017-03-21",2017,"11:00:00",11,11,"King City","CA",36.21015,-121.13351,"Parking Lot","Outside on School Property","5-10",11,0.2828130149282515,0.5839869771152735,0.3053971165791154,0.10957932402379811,0.8393913134932518,0.9909144975244999,0.5810796567238867,1,0,0,0,1,1,589106.0981050091,-1565875.5685614122,2,76,0.12127205426804721,0.7614087250549346,2
1265,11,21,"20170328PALIP","Linton Middle School","Middle","2017-03-28",2017,"16:30:00",16,16.5,"Penn Hills","PA",40.48067,-79.813955000000007,"Parking Lot","Outside on School Property","0-5",16,0.48043226753361523,0.10017968411557376,0.9994626853149384,0.8946911168750376,0.6845365765038878,0.5747756806667894,0.25505403778515756,1,0,0,0,1,1,337434.8119670152,-400731.5598852852,1,1032,0.8114636577665806,0.16565320384688675,1
1266,12,70,"20170410CANOS","North Park Elementary School","Elementary","2017-04-10",2017,"10:30:00",10,10.5,"San Bernardino","CA",34.179334,-117.301333,"Classroom","Inside School Building",NA,10,0.9807133884169161,0.5249845625367016,0.045463342452421784,0.6711371100973338,0.016477424884214997,0.8394144247286022,0.44915902614593506,0,2,1,1,2,3,1165191.0951708793,-1277479.4001922915,1,1263,0.5402561828959733,0.3961251890286803,1
1267,13,86,"20170415ORMEP","Menlo Park Elementary School","Elementary","2017-04-15",2017,"12:42:00",12,12.7,"Portland","OR",45.524438,-122.530765,"Field (General)","Outside on School Property",NA,12,0.7213625679723918,0.40258834487758577,0.5792765817604959,0.0021480354480445385,0.17456669523380697,0.5195827716961503,0.20062108943238854,1,0,0,1,0,1,362947.5770497464,-965098.105264072,1,1148,0.3409343701787293,0.7845570861827582,1
1268,14,32,"20170415OKBOT","Booker T. Washington High School","High","2017-04-15",2017,"21:05:00",21,21.08,"Tulsa","OK",36.1868795,-95.969399,"Parking Lot","Outside on School Property",NA,21,0.9579307655803859,0.022340995725244284,0.504376946715638,0.8798467691522092,0.4470205162651837,0.9223684510216117,0.5225790231488645,1,0,0,0,1,1,1029306.8085972584,-285782.5831404804,1,282,0.2168927628081292,0.047348293941468,1
1269,15,55,"20170515LAMOL","Moss Bluff Elementary School","Elementary","2017-05-15",2017,"07:50:00",7,7.83,"Lake Charles","LA",30.29952,-93.20279,"Inside School Building","Inside School Building","0-5",7,0.9783806568011642,0.8534404733218253,0.9640988297760487,0.9544058630708605,0.23375570680946112,0.7436680339742452,0.20367430616170168,1,0,0,0,1,1,1853745.8236899765,-972734.2145500637,1,1194,0.24343524244613945,0.45368423452600837,1
1270,16,22,"20170523TXKEK","Kerbyville High School","High","2017-05-23",2017,"16:00:00",16,16,"Kirbyville","TX",30.670057,-93.8930792,"Parking Lot","Outside on School Property","0-5",16,0.903518627397716,0.5123651714529842,0.6268512879032642,0.448313538916409,0.512891803868115,0.5504371994175017,0.7817024439573288,0,0,0,0,0,0,974656.7046129493,-140075.25440005635,1,938,0.3614662205800414,0.031090842792764306,1
1271,17,32,"20170524NEMCO","McMillan Middle School","Middle","2017-05-24",2017,"20:00:00",20,20,"Omaha","NE",41.31828,-95.97012,"Parking Lot","Outside on School Property",NA,20,0.3839885382913053,0.8704577588941902,0.3319301614537835,0.33676242688670754,0.6637938218191266,0.7706075916066766,0.4709769506007433,1,0,0,1,0,1,-990776.5267329606,-473165.1683226388,1,1138,0.5938669326715171,0.11751797585748136,1
1272,18,61,"20170524ALGRG","Greensboro High School","High","2017-05-24",2017,"11:30:00",11,11.5,"Greensboro","AL",32.7096937,-87.5878826,"Front of School","Outside on School Property","0-5",11,0.7517041615210474,0.6635236851871014,0.9127071229740977,0.5137684941291809,0.19054588745348155,0.7558538522571325,0.0834642241243273,0,0,0,0,0,0,1598636.8759922693,-1412177.3378594343,1,729,0.03197162807919085,0.9250325257889926,1
1273,19,408,"20170526OKMCT","McLain High School","High","2017-05-26",2017,"NA:NA:NA",NA,NA,"Tulsa","OK",36.2233276,-95.9727783,"Football Field/Track","Outside on School Property","5-10",-1,0.35946917976252735,0.7337858625687659,0.9951372251380235,0.9874501537997276,0.2768062965478748,0.4168097439687699,0.16071187634952366,1,0,0,0,1,1,2117081.041738548,47541.921951893455,1,1137,0.2736227342393249,0.06542190816253424,1
1274,20,62,"20170616ILWAC","Warren Elementary School","Elementary","2017-06-16",2017,"13:51:00",13,13.85,"Chicago","IL",41.7268455,-87.575054,"Field (General)","Outside on School Property",NA,13,0.11855274066329002,0.7206654264591634,0.4495408986695111,0.7416863187681884,0.7108353553339839,0.5133870549034327,0.17139913770370185,0,0,2,0,2,2,1418538.514993851,-1118506.9202222764,1,1778,0.356305179418996,0.7455071527510881,1
1275,21,108,"20170622SCWIF","Wilson High School","High","2017-06-22",2017,"08:00:00",8,8,"Florence","SC",34.22099,-79.73152,"Parking Lot","Outside on School Property","0-5",8,0.28889304702170193,0.054026776226237416,0.2576081627048552,0.7000659669283777,0.2922662168275565,0.9982383621390909,0.46491307229734957,0,0,0,0,0,0,-1591778.9666781367,-1043759.2148790201,1,1864,0.9521423850674182,0.13881417782977223,1
1276,22,33,"20170719WIHIM","Hickman Academy Preparatory School","High","2017-07-19",2017,"21:00:00",21,21,"Milwaukee","WI",43.09374,-87.97644,"Gym","Inside School Building","5-10",21,0.36218453221954405,0.6441058616619557,0.43058029585517943,0.6232794660609215,0.12750343652442098,0.4379773084074259,0.5837719487026334,1,0,0,0,1,1,1442813.5963021554,-417587.2150594604,1,793,0.7126865549944341,0.6626049645710737,1
1277,23,4,"20170721UTSPS","Spanish Fork High School","High","2017-07-21",2017,"02:30:00",2,2.5,"Spanish Fork","UT",40.1111531,-111.6599967,"Parking Lot","Outside on School Property","5-10",2,0.9906786808278412,0.21846525464206934,0.7407128280028701,0.08448753668926656,0.09429514687508345,0.19490399048663676,0.6492552845738828,1,0,0,0,1,1,709255.8435925506,-1101511.3878615266,1,1625,0.8120117443613708,0.9145159681793302,1
1278,24,7,"20170801GABAV","Bazemore-Hyder Stadium (Valdosta High School)","High","2017-08-01",2017,"00:45:00",0,0.75,"Valdosta","GA",30.8452282,-83.2835266,"Football Field/Track","Outside on School Property","0-5",0,0.7679808335378766,0.17531747347675264,0.21675173565745354,0.7610098593868315,0.18966194172389805,0.6932050350587815,0.07103580934926867,0,0,1,0,1,1,-1283139.6801220698,418325.48890537274,1,228,0.48861303366720676,0.34764137607999146,1
1279,25,409,"20170813NYHUH","Hudson County School Bus",NA,"2017-08-13",2017,"NA:NA:NA",NA,NA,"Hudson","NY",42.334842796476,-73.760041973304,"School Bus","School Bus",NA,-1,0.8550883301068097,0.3648467008024454,0.564875794807449,0.8430908527225256,0.2875502815004438,0.7193878372199833,0.29031214071437716,0,2,0,0,2,2,996298.9552936783,-543877.148004085,1,837,0.8623995396774262,0.2338872163090855,1
1280,26,56,"20170817GALIL","Lithia Spring High","High","2017-08-17",2017,"07:15:00",7,7.25,"Lithia Springs","GA",33.755968,-84.657912,"Classroom","Inside School Building","0-5",7,0.1714123145211488,0.863104764604941,0.7773406282067299,0.39306762674823403,0.20985866244882345,0.12975019006989896,0.7839987180195749,0,0,0,0,0,0,1353334.074693644,-653547.0870413955,1,1034,0.02006846619769931,0.1423880374059081,1
1281,27,34,"20170831CAARS","Arroyo Valley High School","High","2017-08-31",2017,"21:00:00",21,21,"San Bernardino","CA",34.118138,-117.32721,"Football Field/Track","Outside on School Property","10-30",21,0.17227293248288333,0.43019601074047387,0.26294249994680285,0.010693063028156757,0.4608834949322045,0.0317535272333771,0.9052125457674265,0,0,0,0,0,0,487612.83918237506,-657675.8967619005,1,192,0.2743836445733905,0.3394312462769449,1
1282,28,109,"20170908OHCOC","Columbus Scioto 6-12","6-12","2017-09-08",2017,"08:33:00",8,8.55,"Columbus","OH",39.901666,-82.995832,"Hallway","Inside School Building",NA,8,0.7416801415383816,0.8252616408281028,0.05933415936306119,0.8179377838969231,0.35315258288756013,0.13798575662076473,0.7343813499901444,0,0,0,0,0,0,-1685801.8547848517,-1010331.5980481959,1,446,0.055301926331594586,0.15376926003955305,1
1283,29,410,"20170908ARNON","North Little Rock High School","High","2017-09-08",2017,"NA:NA:NA",NA,NA,"North Little Rock","AR",34.7762939,-92.2680701,"Parking Lot","Outside on School Property",NA,-1,0.24469863437116146,0.7374116380233318,0.03729323181323707,0.9048951815348119,0.6599257471971214,0.8293004904408008,0.7480445366818458,1,0,0,0,1,1,1758362.9320947805,-247277.8941294194,1,1257,0.13839012733660638,0.5602728652302176,1
1284,30,71,"20170913WAFRR","Freeman High School","High","2017-09-13",2017,"10:00:00",10,10,"Rockford","WA",47.519845,-117.197966,"Hallway","Inside School Building",NA,10,0.07892719027586281,0.9113849645946175,0.01429284829646349,0.2573268001433462,0.30960624176077545,0.6552530932240188,0.6771386512555182,1,3,0,1,3,4,1740987.6595577074,-901511.4762802472,1,675,0.2768550724722445,0.6950699787121266,1
1285,31,62,"20170920ILMAM","Mattoon High School","High","2017-09-20",2017,"11:30:00",11,11.5,"Mattoon","IL",39.4745953,-88.3869,"Cafeteria","Inside School Building",NA,11,0.6478331435937434,0.2889471349772066,0.53104846784845,0.7753184100147337,0.7440746997017413,0.45254929829388857,0.04836379480548203,1,0,0,0,1,1,1777708.7282903267,-773000.0562964386,1,1114,0.3516176720149815,0.44044052460230887,1
1286,32,20,"20170928KYSOL","Southern Middle School","Middle","2017-09-28",2017,"19:30:00",19,19.5,"Lexington","KY",37.98008,-84.51383,"Football Field/Track","Outside on School Property",NA,19,0.12951769516803324,0.48804504447616637,0.6359879798255861,0.9570226881187409,0.20009862096048892,0.011993217747658491,0.9386326335370541,0,0,0,0,0,0,1354934.4140845926,-230829.3944675818,1,1613,0.8138505241367966,0.01809373591095209,1
1287,33,110,"20170929MOLEL","Lees Summit North High School","High","2017-09-29",2017,"08:45:00",8,8.75,"Lees Summit","MO",38.928503,-94.379059,"Inside School Building","Inside School Building","0-5",8,0.01088154618628323,0.4812077125534415,0.33791131945326924,0.45178317092359066,0.18988438323140144,0.09185722074471414,0.5450546650681645,0,0,0,0,0,0,1979916.1047820623,90968.40477260877,1,1004,0.5480322875082493,0.9996510141063482,1
1288,34,73,"20170929CASUL","Sun Valley High School","High","2017-09-29",2017,"15:29:00",15,15.48,"Los Angeles","CA",34.234843,-118.397992,"Off School Property","Off School Property",NA,15,0.7390732795465738,0.2338490467518568,0.12786104157567024,0.5858423670288175,0.1392511185258627,0.8507972597144544,0.703887197887525,0,5,0,0,5,5,1254752.9666126429,-135590.84737631757,1,1676,0.42575858370400965,0.7155861903447658,1
1289,35,17,"20170930PAPUC","Purchase Line Elementary School","Elementary","2017-09-30",2017,"23:00:00",23,23,"Commodore","PA",40.736086,-78.912133,"Parking Lot","Outside on School Property","0-5",23,0.3229834034573287,0.08717004605568945,0.650736948940903,0.8683786345645785,0.3011313558090478,0.12844451307319105,0.8793092789128423,1,0,0,0,1,1,1434385.087357103,-1134144.8087074417,1,1419,0.5625168087426573,0.14179373439401388,1
1290,36,57,"20171012NCCHC","Charlotte School Bus",NA,"2017-10-12",2017,"07:30:00",7,7.5,"Charlotte","NC",35.07996,-80.775199,"School Bus","School Bus","5-10",7,0.622893231222406,0.0771372967865318,0.10240620607510209,0.6282864974346012,0.8430520205292851,0.0664091061335057,0.14396549039520323,0,0,0,0,0,0,1558035.1236137426,-1167364.715921149,1,394,0.9501669793389738,0.4348301456775516,1
1291,37,63,"20171014NCKEK","Kernersville Elementary School","Elementary","2017-10-14",2017,"11:00:00",11,11,"Kernersville","NC",36.127117,-80.079499,"Football Field/Track","Outside on School Property","0-5",11,0.6019197287969291,0.6967447453644127,0.5184476186987013,0.2828464556951076,0.1960813831537962,0.8295742117334157,0.6452684237156063,0,0,0,0,0,0,1790114.8899559053,-1627955.5533831795,1,939,0.2592448410578072,0.023210878716781735,1
1292,38,35,"20171020OHSTT","Start High School","High","2017-10-20",2017,"21:30:00",21,21.5,"Toledo","OH",41.700917,-83.592928,"Parking Lot","Outside on School Property","5-10",21,0.30142426933161914,0.9234365005977452,0.6777696302160621,0.021996421739459038,0.6432035090401769,0.09502856247127056,0.6638406817801297,0,0,0,0,0,0,-1884418.757341193,-296089.7653781924,1,1654,0.7312400930095464,0.3096510013565421,1
1293,39,82,"20171027NYPRU","Proctor High School","High","2017-10-27",2017,"14:30:00",14,14.5,"Utica","NY",43.082886774717,-75.215297519938,"Parking Lot (Bus)","Outside on School Property",NA,14,0.13351816404610872,0.018019753508269787,0.0712713566608727,0.9604517598636448,0.6055351439863443,0.5218052202835679,0.5211536176502705,0,0,0,0,0,0,1010790.4261814958,-965603.7574792408,1,1414,0.31102840579114854,0.8415580056607723,1
1294,40,23,"20171103MIPAL","Pattengill Academy","Middle","2017-11-03",2017,"16:30:00",16,16.5,"Lansing","MI",42.712442932487,-84.572366673228,"Parking Lot","Outside on School Property","0-5",16,0.3909788888413459,0.5592266011517495,0.4978266293182969,0.05012991465628147,0.1790229449979961,0.9839924676343799,0.7816283106803894,0,0,1,0,1,1,-425776.70761294506,-569632.4986438385,1,1352,0.3821791601367295,0.28318395954556763,1
1295,41,74,"20171109GABEC","Benjamin Banneker High School","High","2017-11-09",2017,"15:25:00",15,15.42,"College Park","GA",33.591344,-84.516476,"Classroom","Inside School Building","0-5",15,0.43304176279343665,0.21594485617242754,0.7510060898493975,0.40623054280877113,0.5333665064536035,0.7219356636051089,0.8578618811443448,1,0,1,0,2,2,-1919229.4011374544,-603035.0934807474,2,37,0.30772001086734235,0.5357779040932655,2
1296,42,111,"20171110GALAM","Lakeview Academy","Elementary","2017-11-10",2017,"08:30:00",8,8.5,"Milledgeville","GA",33.0866494,-83.2674118,"Classroom","Inside School Building","0-5",8,0.5220953691750765,0.6437067417427897,0.023178004194051027,0.5884128252509981,0.1654303485993296,0.00897820177488029,0.7612930506002158,0,0,0,0,0,0,1336775.7485568346,-339955.2064100479,1,974,0.09723945567384362,0.17257008096203208,1
1297,43,411,"20171114FLLAM","Lake Minneola High School","High","2017-11-14",2017,"NA:NA:NA",NA,NA,"Minneola","FL",28.5811298,-81.7207772,"Parking Lot","Outside on School Property","0-5",-1,0.3719063785392791,0.37943103234283626,0.638886880595237,0.25150804221630096,0.3116158274933696,0.4451913700904697,0.8951739768963307,0,0,0,0,0,0,2099256.721725758,-610608.0473216269,1,967,0.46297521120868623,0.512025854550302,1
1298,44,58,"20171114CARAR","Rancho Tehama Elementary School","Elementary","2017-11-14",2017,"07:50:00",7,7.83,"Rancho Tehama Reserve","CA",40.0186939,-122.3932936,"Beside Building","Outside on School Property",NA,7,0.7100783865898848,0.9225964366924018,0.6760433895979077,0.3860675429459661,0.1431549317203462,0.2530245503876358,0.0032580001279711723,7,9,2,0,18,18,-713274.5069113732,-873766.449556716,1,1426,0.5262725693173707,0.6606757803820074,1
1299,45,36,"20171117TNNOJ","North Side High School","High","2017-11-17",2017,"21:30:00",21,21.5,"Jackson","TN",35.692957,-88.827574,"Parking Lot","Outside on School Property","5-10",21,0.49218283384107053,0.18900489527732134,0.7962872474454343,0.4742242293432355,0.4090065094642341,0.7994065650273114,0.3392323083244264,0,0,0,0,0,0,998080.6043044132,-471532.6957118002,1,1265,0.70297950389795,0.7316941630560905,1
1300,46,87,"20171123COMAD","Manual High School","High","2017-11-23",2017,"12:06:00",12,12.1,"Denver","CO",39.755789,-104.967805,"Parking Lot","Outside on School Property","10-30",12,0.6662630941718817,0.40638884413056076,0.5806731355842203,0.896920807659626,0.02392943622544408,0.9030933594331145,0.5887173553928733,2,0,1,0,3,3,1786867.2156934002,-790251.1622504999,1,1076,0.49022419820539653,0.6585424626246095,1
1301,47,2,"20171128CABOS","Booksin Elementary School","Elementary","2017-11-28",2017,"04:00:00",4,4,"San Jose","CA",37.2880171,-121.9057067,"Beside Building","Outside on School Property",NA,4,0.6631953464820981,0.19692447246052325,0.07401462644338608,0.6256905642803758,0.5375563018023968,0.42552281613461673,0.11678737192414701,0,0,0,0,0,0,470344.0973862704,-1682748.8930373662,1,284,0.4447680020239204,0.16095903562381864,1
